LAST SEEN   TYPE      REASON                         OBJECT                                         MESSAGE
2m26s       Normal    TaintManagerEviction           pod/deploy-6f66f85776-h2wd8                    Marking for deletion Pod default/deploy-6f66f85776-h2wd8
2m26s       Normal    TaintManagerEviction           pod/hard-affinity-demo-6db64dcd6b-s9kzn        Marking for deletion Pod default/hard-affinity-demo-6db64dcd6b-s9kzn
2m26s       Normal    TaintManagerEviction           pod/standalone-nginx                           Marking for deletion Pod default/standalone-nginx
2m26s       Normal    TaintManagerEviction           pod/web-app-5c89984b6f-wxds8                   Marking for deletion Pod default/web-app-5c89984b6f-wxds8
2m26s       Normal    TaintManagerEviction           pod/pod-g                                      Marking for deletion Pod default/pod-g
2m26s       Warning   Failed                         pod/app                                        Error: ImagePullBackOff
2m26s       Normal    TaintManagerEviction           pod/soft-affinity-demo-787b675c78-bgjb4        Marking for deletion Pod default/soft-affinity-demo-787b675c78-bgjb4
2m26s       Normal    TaintManagerEviction           pod/pod-c                                      Marking for deletion Pod default/pod-c
2m26s       Normal    TaintManagerEviction           pod/web-0                                      Marking for deletion Pod default/web-0
2m26s       Normal    TaintManagerEviction           pod/rolling-deployment-55b6d89599-8szt7        Marking for deletion Pod default/rolling-deployment-55b6d89599-8szt7
2m26s       Normal    TaintManagerEviction           pod/web-app-5c89984b6f-6xcl2                   Marking for deletion Pod default/web-app-5c89984b6f-6xcl2
2m26s       Normal    TaintManagerEviction           pod/pod-d                                      Marking for deletion Pod default/pod-d
2m26s       Normal    TaintManagerEviction           pod/react-frontend-dev-79b7b6cc87-5hjws        Marking for deletion Pod default/react-frontend-dev-79b7b6cc87-5hjws
2m26s       Normal    TaintManagerEviction           pod/anti-affinity-demo-58975dfdbb-zpxz5        Marking for deletion Pod default/anti-affinity-demo-58975dfdbb-zpxz5
2m26s       Normal    TaintManagerEviction           pod/anti-affinity-demo-58975dfdbb-kwqdx        Marking for deletion Pod default/anti-affinity-demo-58975dfdbb-kwqdx
2m26s       Normal    TaintManagerEviction           pod/seed-nginx                                 Marking for deletion Pod default/seed-nginx
2m26s       Normal    TaintManagerEviction           pod/pod-h                                      Marking for deletion Pod default/pod-h
2m26s       Normal    TaintManagerEviction           pod/rolling-deployment-55b6d89599-pg7r7        Marking for deletion Pod default/rolling-deployment-55b6d89599-pg7r7
2m26s       Normal    TaintManagerEviction           pod/web-app-5c89984b6f-nsjdd                   Marking for deletion Pod default/web-app-5c89984b6f-nsjdd
2m26s       Normal    TaintManagerEviction           pod/api-backend-dev-b448f6d6d-zjd4m            Marking for deletion Pod default/api-backend-dev-b448f6d6d-zjd4m
2m26s       Normal    TaintManagerEviction           pod/log-processor                              Marking for deletion Pod default/log-processor
2m26s       Normal    TaintManagerEviction           pod/httpd-7ffb6c7dd7-dzxfv                     Marking for deletion Pod default/httpd-7ffb6c7dd7-dzxfv
2m26s       Normal    TaintManagerEviction           pod/api-backend-dev-b448f6d6d-8gzdz            Marking for deletion Pod default/api-backend-dev-b448f6d6d-8gzdz
2m26s       Normal    TaintManagerEviction           pod/rolling-deployment-55b6d89599-qshvp        Marking for deletion Pod default/rolling-deployment-55b6d89599-qshvp
2m26s       Normal    TaintManagerEviction           pod/anti-affinity-demo-58975dfdbb-g2kg7        Marking for deletion Pod default/anti-affinity-demo-58975dfdbb-g2kg7
2m26s       Normal    TaintManagerEviction           pod/load-generator                             Marking for deletion Pod default/load-generator
2m26s       Normal    TaintManagerEviction           pod/rolling-deployment-5697d46649-mkmmv        Marking for deletion Pod default/rolling-deployment-5697d46649-mkmmv
2m26s       Normal    TaintManagerEviction           pod/pod-b                                      Marking for deletion Pod default/pod-b
2m26s       Normal    TaintManagerEviction           pod/ssd-pod                                    Marking for deletion Pod default/ssd-pod
2m26s       Normal    TaintManagerEviction           pod/web-app-5c89984b6f-bh6mh                   Marking for deletion Pod default/web-app-5c89984b6f-bh6mh
2m26s       Normal    TaintManagerEviction           pod/web-app-5c89984b6f-frm8t                   Marking for deletion Pod default/web-app-5c89984b6f-frm8t
2m26s       Normal    TaintManagerEviction           pod/httpds-bbd777f8d-5qlpk                     Marking for deletion Pod default/httpds-bbd777f8d-5qlpk
2m26s       Normal    TaintManagerEviction           pod/myapp-5886fbf8-z2bzs                       Marking for deletion Pod default/myapp-5886fbf8-z2bzs
2m26s       Normal    TaintManagerEviction           pod/hard-affinity-demo-6db64dcd6b-brn52        Marking for deletion Pod default/hard-affinity-demo-6db64dcd6b-brn52
2m26s       Normal    TaintManagerEviction           pod/backend-dev-deployment-8448bb4f88-sc8tj    Marking for deletion Pod default/backend-dev-deployment-8448bb4f88-sc8tj
2m26s       Normal    TaintManagerEviction           pod/nginx-deployment-86c57bc6b8-8rk92          Marking for deletion Pod default/nginx-deployment-86c57bc6b8-8rk92
2m26s       Normal    TaintManagerEviction           pod/nginx-deployment-86c57bc6b8-xcmgp          Marking for deletion Pod default/nginx-deployment-86c57bc6b8-xcmgp
2m26s       Normal    TaintManagerEviction           pod/react-frontend-dev-79b7b6cc87-7wt8p        Marking for deletion Pod default/react-frontend-dev-79b7b6cc87-7wt8p
2m26s       Normal    TaintManagerEviction           pod/rolling-deployment-5697d46649-bk4d5        Marking for deletion Pod default/rolling-deployment-5697d46649-bk4d5
2m26s       Normal    TaintManagerEviction           pod/pod-a                                      Marking for deletion Pod default/pod-a
2m26s       Normal    TaintManagerEviction           pod/web-1                                      Marking for deletion Pod default/web-1
2m25s       Warning   FailedScheduling               pod/wrong-label-pod                            0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
2m19s       Normal    Killing                        pod/hard-affinity-demo-6db64dcd6b-brn52        Stopping container nginx
2m19s       Normal    Killing                        pod/react-frontend-dev-79b7b6cc87-7wt8p        Stopping container react-app
2m19s       Normal    Killing                        pod/pod-a                                      Stopping container dummy
2m19s       Normal    Killing                        pod/hard-affinity-demo-6db64dcd6b-s9kzn        Stopping container nginx
2m19s       Normal    Killing                        pod/hard-affinity-demo-6db64dcd6b-z28tl        Stopping container nginx
2m18s       Normal    Killing                        pod/pod-i                                      Stopping container dummy
2m18s       Normal    SuccessfulCreate               replicaset/web-app-5c89984b6f                  Created pod: web-app-5c89984b6f-wsm7k
2m18s       Normal    SuccessfulCreate               replicaset/deploy-6f66f85776                   Created pod: deploy-6f66f85776-hkz2w
2m18s       Normal    Killing                        pod/web-app-5c89984b6f-4sf2t                   Stopping container nginx
2m18s       Normal    Killing                        pod/httpd-7ffb6c7dd7-lcwxq                     Stopping container httpd
2m18s       Normal    SuccessfulCreate               replicaset/react-frontend-dev-79b7b6cc87       Created pod: react-frontend-dev-79b7b6cc87-r9pvh
2m18s       Normal    Killing                        pod/web-app-5c89984b6f-6xcl2                   Stopping container nginx
2m18s       Normal    Killing                        pod/deploy-6f66f85776-h2wd8                    Stopping container nginx
2m18s       Normal    Killing                        pod/react-frontend-dev-79b7b6cc87-b5p7m        Stopping container react-app
2m18s       Normal    SuccessfulCreate               replicaset/hard-affinity-demo-6db64dcd6b       Created pod: hard-affinity-demo-6db64dcd6b-s48c5
2m17s       Warning   FailedScheduling               pod/react-frontend-dev-79b7b6cc87-r9pvh        0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
2m17s       Normal    Killing                        pod/pod-c                                      Stopping container dummy
2m17s       Normal    Killing                        pod/anti-affinity-demo-58975dfdbb-zgnz8        Stopping container nginx
2m17s       Normal    Killing                        pod/httpd-7ffb6c7dd7-qzfwh                     Stopping container httpd
2m16s       Normal    SuccessfulCreate               replicaset/httpd-7ffb6c7dd7                    Created pod: httpd-7ffb6c7dd7-k9q5p
2m15s       Normal    Killing                        pod/web-app-5c89984b6f-frm8t                   Stopping container nginx
2m15s       Normal    Killing                        pod/web-app-5c89984b6f-wxds8                   Stopping container nginx
2m14s       Normal    SuccessfulCreate               replicaset/rolling-deployment-5697d46649       Created pod: rolling-deployment-5697d46649-kw8t9
2m14s       Normal    SuccessfulCreate               replicaset/rolling-deployment-55b6d89599       Created pod: rolling-deployment-55b6d89599-cx5hr
2m14s       Normal    SuccessfulCreate               replicaset/react-frontend-dev-79b7b6cc87       Created pod: react-frontend-dev-79b7b6cc87-rpgzx
2m14s       Warning   FailedScheduling               pod/hard-affinity-demo-6db64dcd6b-s48c5        0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
2m14s       Normal    SuccessfulCreate               replicaset/nginx-deployment-86c57bc6b8         Created pod: nginx-deployment-86c57bc6b8-mklzw
2m13s       Normal    SuccessfulCreate               replicaset/react-frontend-dev-79b7b6cc87       Created pod: react-frontend-dev-79b7b6cc87-s5nzd
2m13s       Normal    SuccessfulCreate               replicaset/anti-affinity-demo-58975dfdbb       Created pod: anti-affinity-demo-58975dfdbb-pz65v
2m12s       Warning   FailedScheduling               pod/deploy-6f66f85776-hkz2w                    0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
2m12s       Normal    SuccessfulCreate               replicaset/web-app-5c89984b6f                  Created pod: web-app-5c89984b6f-qwnvx
2m12s       Normal    SuccessfulCreate               replicaset/hard-affinity-demo-6db64dcd6b       Created pod: hard-affinity-demo-6db64dcd6b-fsd84
2m12s       Warning   FailedScheduling               pod/web-app-5c89984b6f-wsm7k                   0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
2m12s       Normal    SuccessfulCreate               replicaset/web-app-5c89984b6f                  Created pod: web-app-5c89984b6f-xz5sr
2m12s       Normal    SuccessfulCreate               replicaset/soft-affinity-demo-787b675c78       Created pod: soft-affinity-demo-787b675c78-krgrt
2m12s       Normal    SuccessfulCreate               replicaset/web-app-5c89984b6f                  Created pod: web-app-5c89984b6f-qj5x6
2m12s       Normal    SuccessfulCreate               replicaset/deploy-6f66f85776                   Created pod: deploy-6f66f85776-h68l2
2m12s       Normal    SuccessfulCreate               replicaset/hard-affinity-demo-6db64dcd6b       Created pod: hard-affinity-demo-6db64dcd6b-q984r
2m11s       Normal    SuccessfulCreate               replicaset/soft-affinity-demo-787b675c78       Created pod: soft-affinity-demo-787b675c78-bg2gs
2m11s       Normal    SuccessfulCreate               replicaset/httpd-7ffb6c7dd7                    Created pod: httpd-7ffb6c7dd7-xwl4d
2m11s       Normal    SuccessfulCreate               replicaset/httpd-7ffb6c7dd7                    Created pod: httpd-7ffb6c7dd7-gj4kd
2m11s       Warning   FailedScheduling               pod/rolling-deployment-5697d46649-kw8t9        0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
2m11s       Warning   FailedScheduling               pod/httpd-7ffb6c7dd7-k9q5p                     0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
2m11s       Normal    SuccessfulCreate               replicaset/soft-affinity-demo-787b675c78       Created pod: soft-affinity-demo-787b675c78-k5lnv
2m11s       Normal    SuccessfulCreate               replicaset/web-app-5c89984b6f                  Created pod: web-app-5c89984b6f-kc6fq
2m10s       Warning   FailedScheduling               pod/nginx-deployment-86c57bc6b8-mklzw          0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
2m10s       Normal    SuccessfulCreate               replicaset/soft-affinity-demo-787b675c78       Created pod: soft-affinity-demo-787b675c78-jf58z
2m10s       Normal    SuccessfulCreate               replicaset/soft-affinity-demo-787b675c78       Created pod: soft-affinity-demo-787b675c78-77d4b
2m10s       Normal    SuccessfulCreate               replicaset/api-backend-dev-b448f6d6d           Created pod: api-backend-dev-b448f6d6d-7qcnb
2m10s       Normal    SuccessfulCreate               replicaset/api-backend-dev-b448f6d6d           Created pod: api-backend-dev-b448f6d6d-cswwc
2m10s       Normal    SuccessfulCreate               replicaset/rolling-deployment-55b6d89599       Created pod: rolling-deployment-55b6d89599-vqtzv
2m10s       Warning   FailedScheduling               pod/rolling-deployment-55b6d89599-cx5hr        0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
2m9s        Normal    SuccessfulCreate               replicaset/httpds-bbd777f8d                    Created pod: httpds-bbd777f8d-dxpcb
2m9s        Normal    SuccessfulCreate               replicaset/rolling-deployment-55b6d89599       Created pod: rolling-deployment-55b6d89599-lgm5b
2m9s        Normal    SuccessfulCreate               replicaset/httpds-bbd777f8d                    Created pod: httpds-bbd777f8d-rh2n5
2m9s        Normal    SuccessfulCreate               replicaset/myapp-5886fbf8                      Created pod: myapp-5886fbf8-csrk5
2m9s        Warning   FailedScheduling               pod/anti-affinity-demo-58975dfdbb-pz65v        0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
2m9s        Normal    SuccessfulCreate               replicaset/nginx-deployment-86c57bc6b8         Created pod: nginx-deployment-86c57bc6b8-9vp2f
2m9s        Normal    SuccessfulCreate               replicaset/rolling-deployment-5697d46649       Created pod: rolling-deployment-5697d46649-jncl2
2m9s        Normal    SuccessfulCreate               replicaset/backend-dev-deployment-8448bb4f88   Created pod: backend-dev-deployment-8448bb4f88-n8rdt
2m9s        Normal    SuccessfulCreate               replicaset/backend-dev-deployment-8448bb4f88   Created pod: backend-dev-deployment-8448bb4f88-wvr7k
2m9s        Normal    SuccessfulCreate               replicaset/httpds-bbd777f8d                    Created pod: httpds-bbd777f8d-ndzcj
2m8s        Normal    SuccessfulCreate               replicaset/recreate-deployment-866ccdc575      Created pod: recreate-deployment-866ccdc575-bwhl2
2m8s        Normal    SuccessfulCreate               replicaset/nginx-deployment-86c57bc6b8         Created pod: nginx-deployment-86c57bc6b8-j5vrf
2m8s        Normal    SuccessfulCreate               replicaset/recreate-deployment-866ccdc575      Created pod: recreate-deployment-866ccdc575-vfcqc
2m8s        Warning   FailedScheduling               pod/react-frontend-dev-79b7b6cc87-s5nzd        0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
2m8s        Normal    SuccessfulCreate               replicaset/postgres-db-dev-778b4db454          Created pod: postgres-db-dev-778b4db454-dngnp
2m8s        Warning   FailedScheduling               pod/react-frontend-dev-79b7b6cc87-rpgzx        0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
2m7s        Normal    SuccessfulCreate               replicaset/react-frontend-dev-79b7b6cc87       Created pod: react-frontend-dev-79b7b6cc87-gmfm2
2m7s        Normal    SuccessfulCreate               replicaset/anti-affinity-demo-58975dfdbb       Created pod: anti-affinity-demo-58975dfdbb-bfftn
2m6s        Normal    SuccessfulCreate               replicaset/react-frontend-dev-79b7b6cc87       Created pod: react-frontend-dev-79b7b6cc87-s7xqk
2m6s        Normal    SuccessfulCreate               replicaset/anti-affinity-demo-58975dfdbb       Created pod: anti-affinity-demo-58975dfdbb-7nzxg
2m6s        Normal    SuccessfulCreate               replicaset/anti-affinity-demo-58975dfdbb       Created pod: anti-affinity-demo-58975dfdbb-wrd8k
2m6s        Normal    SuccessfulCreate               replicaset/anti-affinity-demo-58975dfdbb       Created pod: anti-affinity-demo-58975dfdbb-jld7c
2m6s        Normal    SuccessfulCreate               replicaset/web-app-5c89984b6f                  Created pod: web-app-5c89984b6f-l2xn5
2m5s        Normal    Killing                        pod/nginx-deployment-86c57bc6b8-8rk92          Stopping container nginx
2m5s        Warning   FailedScheduling               pod/hard-affinity-demo-6db64dcd6b-fsd84        0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
2m4s        Warning   FailedScheduling               pod/deploy-6f66f85776-h68l2                    0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
2m3s        Warning   FailedScheduling               pod/web-app-5c89984b6f-qj5x6                   0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
2m3s        Normal    Pulling                        pod/load-generator                             Pulling image "busybox"
2m1s        Warning   FailedScheduling               pod/hard-affinity-demo-6db64dcd6b-q984r        0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
2m1s        Normal    Killing                        pod/web-2                                      Stopping container nginx
2m          Warning   FailedScheduling               pod/web-app-5c89984b6f-xz5sr                   0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
2m          Warning   FailedScheduling               pod/soft-affinity-demo-787b675c78-krgrt        0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
2m          Warning   FailedScheduling               pod/httpd-7ffb6c7dd7-xwl4d                     0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
2m          Warning   FailedScheduling               pod/web-app-5c89984b6f-qwnvx                   0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
119s        Warning   FailedScheduling               pod/soft-affinity-demo-787b675c78-bg2gs        0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
119s        Warning   FailedScheduling               pod/web-app-5c89984b6f-kc6fq                   0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
119s        Warning   FailedScheduling               pod/soft-affinity-demo-787b675c78-k5lnv        0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
118s        Warning   FailedScheduling               pod/soft-affinity-demo-787b675c78-jf58z        0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
118s        Warning   FailedScheduling               pod/httpd-7ffb6c7dd7-gj4kd                     0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
118s        Warning   FailedScheduling               pod/soft-affinity-demo-787b675c78-77d4b        0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
117s        Warning   FailedScheduling               pod/api-backend-dev-b448f6d6d-7qcnb            0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
117s        Warning   FailedScheduling               pod/rolling-deployment-55b6d89599-vqtzv        0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
117s        Warning   FailedScheduling               pod/rolling-deployment-5697d46649-jncl2        0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
117s        Warning   FailedScheduling               pod/api-backend-dev-b448f6d6d-cswwc            0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
117s        Warning   FailedScheduling               pod/myapp-5886fbf8-csrk5                       0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
117s        Warning   FailedScheduling               pod/backend-dev-deployment-8448bb4f88-n8rdt    0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
116s        Warning   FailedScheduling               pod/rolling-deployment-55b6d89599-lgm5b        0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
116s        Warning   FailedScheduling               pod/nginx-deployment-86c57bc6b8-9vp2f          0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
116s        Warning   FailedScheduling               pod/recreate-deployment-866ccdc575-vfcqc       0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
116s        Warning   FailedScheduling               pod/httpds-bbd777f8d-ndzcj                     0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
116s        Warning   FailedScheduling               pod/backend-dev-deployment-8448bb4f88-wvr7k    0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
116s        Warning   FailedScheduling               pod/nginx-deployment-86c57bc6b8-j5vrf          0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
116s        Warning   FailedScheduling               pod/httpds-bbd777f8d-rh2n5                     0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
116s        Warning   FailedScheduling               pod/httpds-bbd777f8d-dxpcb                     0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
115s        Warning   FailedScheduling               pod/anti-affinity-demo-58975dfdbb-bfftn        0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
115s        Warning   FailedScheduling               pod/anti-affinity-demo-58975dfdbb-7nzxg        0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
115s        Warning   FailedScheduling               pod/web-app-5c89984b6f-l2xn5                   0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
115s        Warning   FailedScheduling               pod/anti-affinity-demo-58975dfdbb-wrd8k        0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
115s        Warning   FailedScheduling               pod/recreate-deployment-866ccdc575-bwhl2       0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
115s        Warning   FailedScheduling               pod/react-frontend-dev-79b7b6cc87-gmfm2        0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
115s        Warning   FailedScheduling               pod/postgres-db-dev-778b4db454-dngnp           0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
115s        Warning   FailedScheduling               pod/anti-affinity-demo-58975dfdbb-jld7c        0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
115s        Warning   FailedScheduling               pod/react-frontend-dev-79b7b6cc87-s7xqk        0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
103s        Normal    Killing                        pod/web-0                                      Stopping container nginx
92s         Normal    Killing                        pod/pod-f                                      Stopping container dummy
91s         Normal    Killing                        pod/pod-h                                      Stopping container dummy
90s         Normal    Killing                        pod/soft-affinity-demo-787b675c78-xsg9q        Stopping container nginx
90s         Normal    Killing                        pod/api-backend-dev-b448f6d6d-8gzdz            Stopping container api-server
90s         Normal    Killing                        pod/httpd-7ffb6c7dd7-dzxfv                     Stopping container httpd
90s         Normal    Killing                        pod/pod-g                                      Stopping container dummy
90s         Normal    Killing                        pod/tolerant-pod                               Stopping container nginx
90s         Normal    Killing                        pod/pod-d                                      Stopping container dummy
90s         Normal    Killing                        pod/react-frontend-dev-79b7b6cc87-5hjws        Stopping container react-app
90s         Normal    Killing                        pod/anti-affinity-demo-58975dfdbb-kwqdx        Stopping container nginx
90s         Normal    Killing                        pod/httpds-bbd777f8d-nfsh9                     Stopping container httpd
90s         Normal    Killing                        pod/log-processor                              Stopping container nginx
90s         Normal    Killing                        pod/standalone-nginx                           Stopping container nginx
90s         Normal    Killing                        pod/pod-b                                      Stopping container dummy
90s         Normal    Killing                        pod/web-app-5c89984b6f-bh6mh                   Stopping container nginx
90s         Normal    Killing                        pod/deploy-6f66f85776-zqvtf                    Stopping container nginx
90s         Normal    Killing                        pod/react-frontend-dev-79b7b6cc87-jk8m6        Stopping container react-app
90s         Normal    Killing                        pod/nginx                                      Stopping container nginx
90s         Normal    Killing                        pod/recreate-deployment-866ccdc575-hrh45       Stopping container recreate-container
90s         Normal    Killing                        pod/httpds-bbd777f8d-svclx                     Stopping container httpd
90s         Normal    Killing                        pod/soft-affinity-demo-787b675c78-xhsrq        Stopping container nginx
90s         Normal    Killing                        pod/nginx-deployment-86c57bc6b8-xcmgp          Stopping container nginx
90s         Normal    Killing                        pod/log-processor                              Stopping container busybox
90s         Normal    Killing                        pod/anti-affinity-demo-58975dfdbb-g2kg7        Stopping container nginx
90s         Normal    Killing                        pod/rolling-deployment-55b6d89599-qshvp        Stopping container rolling-container
90s         Normal    Killing                        pod/react-frontend-dev-79b7b6cc87-59ttw        Stopping container react-app
90s         Normal    Killing                        pod/nginx-deployment-86c57bc6b8-sksw5          Stopping container nginx
90s         Normal    Killing                        pod/rolling-deployment-55b6d89599-pg7r7        Stopping container rolling-container
90s         Normal    Killing                        pod/web-app-5c89984b6f-nsjdd                   Stopping container nginx
90s         Normal    Killing                        pod/api-backend-dev-b448f6d6d-zjd4m            Stopping container api-server
90s         Normal    Killing                        pod/pod-e                                      Stopping container dummy
90s         Normal    Killing                        pod/hdd-pod                                    Stopping container nginx
86s         Warning   FailedScheduling               pod/regular-pod                                0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
82s         Normal    Killing                        pod/httpds-bbd777f8d-5qlpk                     Stopping container httpd
82s         Normal    Killing                        pod/myapp-5886fbf8-z2bzs                       Stopping container myapp
82s         Normal    Killing                        pod/seed-nginx                                 Stopping container nginx
82s         Normal    Killing                        pod/recreate-deployment-866ccdc575-msjjh       Stopping container recreate-container
82s         Normal    Killing                        pod/soft-affinity-demo-787b675c78-j6fvk        Stopping container nginx
82s         Normal    Killing                        pod/web-1                                      Stopping container nginx
82s         Normal    Killing                        pod/ssd-pod                                    Stopping container nginx
82s         Normal    Killing                        pod/soft-affinity-demo-787b675c78-pbvcb        Stopping container nginx
59s         Normal    SuccessfulCreate               statefulset/web                                create Pod web-0 in StatefulSet web successful
59s         Warning   FailedScheduling               pod/web-0                                      0/1 nodes are available: 1 node(s) had untolerated taint {maintenance: true}. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
58s         Normal    Killing                        pod/soft-affinity-demo-787b675c78-bgjb4        Stopping container nginx
58s         Normal    Killing                        pod/postgres-db-dev-778b4db454-zgpdj           Stopping container postgres
